"STATION","NAME","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WDMV","WSF2","WSF5"
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-22",,,,,"16.8",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-23",,,,,"2.0",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-24",,,,,"1.3",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-27",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-29",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-30",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-03-31",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-04",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-05",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-06",,,,,"14.0",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-07",,,,,"67.3",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-10",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-11",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-04-16",,,,,"2.5",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-05-03",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-06-09",,,,,"0.3",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-06-25",,,,,"0.3",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-09-23",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-09-28",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-09-29",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-09-30",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-10-01",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-10-02",,,,,"1.3",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-10-03",,,,,"0.0",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-10-06",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-21",,,,,"1.3",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-22",,,,,"30.0",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-23",,,,,"22.6",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-24",,,,,"9.4",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-25",,,,,"0.5",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-26",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-27",,,,,"0.0",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-28",,,,,"3.8",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-29",,,,,"39.4",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-11-30",,,,,"4.3",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-01",,,,,"4.6",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-02",,,,,"1.8",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-04",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-05",,,,,"8.6",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-06",,,,,"2.3",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-07",,,,,"0.0",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-08",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-09",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-10",,,,,"0.5",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-11",,,,,"0.3",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-14",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-15",,,,,"0.8",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-16",,,,,"0.0","0.0",,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-17",,,,,"30.7",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-18",,,,,"0.3",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-20",,,,,"0.0",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-21",,,,,"3.0",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-24",,,,,"0.8",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-25",,,,,"13.2",,,,,,,,,,,
"US1CAAL0039","BERKELEY 0.9 SSE, CA US","2018-12-30",,,,,"0.0","0.0",,,,,,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-01",,,,,,,,"11.5","15.0","7.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-02",,,,,,,,"13.1","15.6","11.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-03",,,,,,,,"12.1","13.3","9.4",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-04",,,,,,,,"13.2","15.0","11.1",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-05",,,,,,,,"11.9","13.9","8.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-06",,,,,,,,"9.2","11.7","6.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-07",,,,,,,,"8.2","9.4","6.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-08",,,,,,,,"11.3","13.3","8.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-09",,,,,,,,"10.2","12.8","8.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-10",,,,,,,,"9.8","12.8","8.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-11",,,,,,,,"10.9","16.1","8.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-12",,,,,,,,"10.3","13.9","7.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-13",,,,,,,,"11.4","16.1","7.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-14",,,,,,,,"10.0","13.3","6.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-15",,,,,,,,"12.4","17.2","8.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-16",,,,,,,,"12.2","13.9","11.1",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-17",,,,,,,,"11.9","15.6","10.6",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-18",,,,,,,,"10.6","12.2","8.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-19",,,,,,,,"8.1","11.7","6.1",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-20",,,,,,,,"7.7","10.6","5.6",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-21",,,,,,,,"8.8","12.8","5.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-22",,,,,,,,"9.3","12.8","6.1",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-23",,,,,,,,"8.3","13.3","5.6",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-24",,,,,,,,"8.3","11.7","6.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-25",,,,,,,,"7.2","10.6","5.6",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-26",,,,,,,,"7.3","11.7","5.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-27",,,,,,,,"9.3","14.4","5.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-28",,,,,,,,"12.1","16.7","6.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-29",,,,,,,,"12.1","15.6","9.4",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-30",,,,,,,,"14.4","20.0","10.6",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-01-31",,,,,,,,"14.0","18.9","8.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-01",,,,,,,,"16.9","20.6","12.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-02",,,,,,,,"17.1","21.1","14.4",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-03",,,,,,,,"18.5","22.2","15.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-04",,,,,,,,"17.9","21.7","15.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-05",,,,,,,,"18.3","24.4","11.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-06",,,,,,,,"17.2","21.1","13.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-07",,,,,,,,"16.3","20.0","11.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-08",,,,,,,,"17.8","22.2","13.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-09",,,,,,,,"17.9","25.6","10.6",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-10",,,,,,,,"11.9","16.1","8.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-11",,,,,,,,"9.3","12.2","7.2",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-12",,,,,,,,"8.7","12.2","6.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-13",,,,,,,,"10.0","15.0","6.1",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-14",,,,,,,,"9.7","14.4","7.2",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-15",,,,,,,,"9.2","14.4","5.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-16",,,,,,,,"12.2","17.2","8.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-17",,,,,,,,"12.5","20.0","7.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-18",,,,,,,,"6.7","8.9","3.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-19",,,,,,,,"5.1","8.3","2.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-20",,,,,,,,"4.9","10.0","1.1",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-21",,,,,,,,"6.7","11.1","3.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-22",,,,,,,,"5.9","8.9","3.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-23",,,,,,,,"5.0","8.9","0.6",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-24",,,,,,,,"6.4","10.6","2.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-25",,,,,,,,"7.4","13.9","3.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-26",,,,,,,,"5.9","7.2","3.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-27",,,,,,,,"6.8","11.7","3.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-02-28",,,,,,,,"7.4","10.6","5.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-01",,,,,,,,"8.6","10.0","5.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-02",,,,,,,,"5.7","10.0","3.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-03",,,,,,,,"4.9","8.3","2.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-04",,,,,,,,"6.7","10.6","2.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-05",,,,,,,,"8.3","13.3","3.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-06",,,,,,,,"11.8","18.3","6.1",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-07",,,,,,,,"12.9","18.3","8.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-08",,,,,,,,"11.5","16.7","8.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-09",,,,,,,,"11.0","15.6","8.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-10",,,,,,,,"10.3","13.3","7.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-11",,,,,,,,"13.2","18.9","8.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-12",,,,,,,,"13.9","21.1","10.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-13",,,,,,,,"10.4","12.8","6.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-14",,,,,,,,"8.0","11.1","6.1",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-15",,,,,,,,"7.3","9.4","4.4",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-16",,,,,,,,"7.2","10.0","5.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-17",,,,,,,,"6.8","11.1","4.4",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-18",,,,,,,,"7.7","12.2","3.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-19",,,,,,,,"10.8","15.6","5.6",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-20",,,,,,,,"9.9","11.7","7.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-21",,,,,,,,"12.5","12.8","11.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-22",,,,,,,,"9.0","12.2","5.6",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-23",,,,,,,,"8.3","12.2","4.4",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-24",,,,,,,,"7.3","10.6","4.4",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-25",,,,,,,,"7.2","11.1","3.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-26",,,,,,,,"9.3","12.2","5.6",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-27",,,,,,,,"14.9","20.0","10.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-28",,,,,,,,"18.4","23.9","13.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-29",,,,,,,,"19.8","25.6","15.0",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-30",,,,,,,,"20.2","26.7","15.6",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-03-31",,,,,,,,"14.2","21.1","7.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-01",,,,,,,,"12.1","18.9","6.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-02",,,,,,,,"9.3","13.3","6.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-03",,,,,,,,"10.2","16.7","6.1",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-04",,,,,,,,"10.4","15.0","7.2",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-05",,,,,,,,"11.3","15.6","7.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-06",,,,,,,,"12.9","13.9","11.7",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-07",,,,,,,,"11.8","13.3","9.4",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-08",,,,,,,,"10.9","14.4","7.8",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-09",,,,,,,,"15.6","22.2","8.9",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-10",,,,,,,,"11.7","16.7","8.3",,,,,,
"USR0000CSVA","SPRING VALLEY CALIFORNIA, CA US","2018-04-11",,,,,,,,"9.3","14.4","6.1",,,,,,
